paperid,SDG_label,applies_to_SDG,link
2793638379,SDG_2,,https://academic.microsoft.com/paper/2793638379
2814669075,SDG_2,,https://academic.microsoft.com/paper/2814669075
2307758620,SDG_3,,https://academic.microsoft.com/paper/2307758620
2999319396,SDG_3,,https://academic.microsoft.com/paper/2999319396
2060815510,SDG_3,,https://academic.microsoft.com/paper/2060815510
2792996035,SDG_3,,https://academic.microsoft.com/paper/2792996035
2530969112,SDG_3,,https://academic.microsoft.com/paper/2530969112
2874133347,SDG_3,,https://academic.microsoft.com/paper/2874133347
2953941900,SDG_3,,https://academic.microsoft.com/paper/2953941900
2957887028,SDG_3,,https://academic.microsoft.com/paper/2957887028
1868030862,SDG_3,,https://academic.microsoft.com/paper/1868030862
2041948537,SDG_3,,https://academic.microsoft.com/paper/2041948537
2595553506,SDG_3,,https://academic.microsoft.com/paper/2595553506
2373326887,SDG_3,,https://academic.microsoft.com/paper/2373326887
2521428074,SDG_3,,https://academic.microsoft.com/paper/2521428074
2272378414,SDG_3,,https://academic.microsoft.com/paper/2272378414
2386306571,SDG_3,,https://academic.microsoft.com/paper/2386306571
2043503669,SDG_3,,https://academic.microsoft.com/paper/2043503669
2105471837,SDG_3,,https://academic.microsoft.com/paper/2105471837
2977639242,SDG_3,,https://academic.microsoft.com/paper/2977639242
2076829597,SDG_3,,https://academic.microsoft.com/paper/2076829597
2984397567,SDG_3,,https://academic.microsoft.com/paper/2984397567
2757972799,SDG_3,,https://academic.microsoft.com/paper/2757972799
2156055787,SDG_3,,https://academic.microsoft.com/paper/2156055787
2039106228,SDG_3,,https://academic.microsoft.com/paper/2039106228
2979959454,SDG_3,,https://academic.microsoft.com/paper/2979959454
2365815537,SDG_3,,https://academic.microsoft.com/paper/2365815537
2095480400,SDG_3,,https://academic.microsoft.com/paper/2095480400
2593258460,SDG_3,,https://academic.microsoft.com/paper/2593258460
1826266633,SDG_3,,https://academic.microsoft.com/paper/1826266633
1485174478,SDG_3,,https://academic.microsoft.com/paper/1485174478
2322148103,SDG_3,,https://academic.microsoft.com/paper/2322148103
2983645625,SDG_3,,https://academic.microsoft.com/paper/2983645625
1592977536,SDG_3,,https://academic.microsoft.com/paper/1592977536
2770488817,SDG_3,,https://academic.microsoft.com/paper/2770488817
2152576977,SDG_3,,https://academic.microsoft.com/paper/2152576977
