,affiliationid,country
20071,2802135134,KOR
20072,2802170910,USA
20073,2802293656,GEO
20074,2802384151,USA
20075,2802555114,USA
20076,2802594231,USA
20077,2802781690,AUT
20078,2802833755,GBR
20079,2802835388,KOR
20080,2802850869,
20081,2802891092,KEN
20082,2802984365,UKR
20083,2803004120,USA
20084,2803053409,USA
20085,2803096283,PAK
20086,7589121,GHA
20087,9158944,USA
20088,12700597,TUR
20089,13918349,NOR
20090,23923803,GBR
20091,32246829,CHN
20092,44260953,DEU
20093,44673925,CHN
20094,68109076,USA
20095,71126889,IND
20096,76827130,ISL
20097,78270026,IND
20098,78344172,USA
20099,80738882,BGD
20100,82288201,IRL
20101,85105645,IND
20102,90389495,DEU
20103,94473303,ITA
20104,98381234,FIN
20105,108245028,CAN
20106,112745207,AUS
20107,113866419,USA
20108,114838220,JPN
20109,118567650,TUR
20110,122146667,JPN
20111,123083471,FRA
20112,125945398,USA
20113,126350171,USA
20114,137865882,FRA
20115,144621611,IND
20116,155381812,PRT
20117,157087037,USA
20118,157591606,MWI
20119,166073570,IDN
20120,174216632,USA
20121,174748290,TWN
20122,177274957,USA
20123,181476909,JPN
20124,182321934,USA
20125,189914110,ECU
20126,191055192,JPN
20127,191826795,USA
20128,192597271,GBR
20129,201873833,KOR
20130,203061107,CHN
20131,286141107,USA
20132,333027446,CZE
20133,864808265,USA
20134,886932462,USA
20135,902226553,USA
20136,906250308,ESP
20137,910399035,USA
20138,927329612,USA
20139,929224284,USA
20140,1291431925,USA
20141,1295402176,GBR
20142,1301952750,DEU
20143,1303844023,USA
20144,1304484114,USA
20145,1305429183,DNK
20146,1306287861,JPN
20147,1306687154,IND
20148,1318272276,USA
20149,1327553481,FRA
20150,1327677335,USA
20151,1332474105,THA
20152,1337852284,USA
20153,2785107011,IDN
20154,2799428867,ZAF
20155,2799621851,USA
20156,2799797123,CAN
20157,2800081970,USA
20158,2800167559,USA
20159,2800174540,NOR
20160,2800190977,USA
20161,2800441120,GBR
20162,2800773959,USA
20163,2800798837,JPN
20164,2801119069,USA
20165,2801153214,KAZ
20166,2801402630,KOR
20167,2801636460,RUS
20168,2801665231,USA
20169,2801712305,USA
20170,2801770869,GTM
20171,2801905823,GBR
20172,2802042106,USA
20173,2802511077,USA
20174,2802629923,AUS
20175,2802811970,DEU
20176,2802909543,USA
20177,2802916955,AUT
20178,2803014627,USA
20179,2899359844,USA
20180,592451,USA
20181,675453,AUT
20182,5324124,KOR
20183,10071219,CAN
20184,20350369,USA
20185,31571312,
20186,33814908,CAN
20187,36486460,USA
20188,50627504,
20189,52135307,RUS
20190,53110688,ESP
20191,53508799,IND
20192,55732556,USA
20193,57930482,JPN
20194,63548447,FIN
20195,73613424,JPN
20196,78641905,USA
20197,86122600,GBR
20198,86891164,GBR
20199,98499257,IND
20200,98525489,ITA
20201,100538780,USA
20202,101527212,DNK
20203,109266671,USA
20204,110359606,CAN
20205,112536369,IRN
20206,117222138,ARE
20207,118406505,KOR
20208,119511950,GBR
20209,121303486,FRA
20210,122738282,USA
20211,125280032,USA
20212,127360083,USA
20213,127439422,IND
20214,129871486,USA
20215,130741802,USA
20216,132389103,IRL
20217,136446963,JPN
20218,136588563,
20219,139759216,CHN
20220,147569298,USA
20221,147791725,IDN
20222,148798404,JPN
20223,149208984,BEL
20224,156118397,GBR
20225,161745223,DEU
20226,165560825,IRN
20227,166311557,USA
20228,173920048,USA
20229,177753169,USA
20230,177879584,FRA
20231,183570559,TWN
20232,183594015,JPN
20233,213811473,VNM
20234,215248082,PAN
20235,248216221,KOR
20236,262857778,PHL
20237,317021637,PAK
20238,335788046,USA
20239,368840534,USA
20240,864419238,JPN
20241,867194303,USA
20242,901624438,TWN
20243,916643077,USA
20244,1279954496,USA
20245,1280398983,USA
20246,1281378812,USA
20247,1286243315,USA
20248,1288312825,JPN
20249,1289592571,USA
20250,1290055561,USA
20251,1292114621,BRA
20252,1294429298,USA
20253,1299319934,NLD
20254,1304364466,SWE
20255,1312258915,USA
20256,1317542632,VEN
20257,1324574813,USA
20258,1326254912,USA
20259,1329879541,TUR
20260,1332955169,USA
20261,1334696734,USA
20262,2750212522,USA
20263,2799345729,GBR
20264,2799712389,USA
20265,2799837394,ISR
20266,2800249764,USA
20267,2800336561,CAN
20268,2800365227,FRA
20269,2800580567,CAN
20270,2800716012,CHN
20271,2800821175,USA
20272,2800960231,ITA
20273,2800974379,CHN
20274,2801016215,CAN
20275,2801216521,IND
20276,2801259928,GBR
20277,2801349156,PAK
20278,2801466140,CHE
20279,2801490185,DEU
20280,2801537822,USA
20281,2801633153,GBR
20282,2801811543,USA
20283,2801833913,DEU
20284,2801894856,USA
20285,2801911633,SAU
20286,2801957816,USA
20287,2802234544,USA
20288,2802321740,USA
20289,2802414277,USA
20290,2802488147,GBR
20291,2802688450,USA
20292,2802787529,LUX
20293,2802841181,IND
20294,2802880786,CAN
20295,2802970181,USA
20296,2803084777,USA
20297,5316388,IND
20298,11074976,DEU
20299,14116566,CHN
20300,15853019,IND
20301,28998261,USA
20302,32610072,USA
20303,32762134,GRC
20304,37448385,CHN
20305,44288286,KEN
20306,46714299,USA
20307,48071105,AUT
20308,48296137,RUS
20309,48620495,CHN
20310,52703040,IND
20311,56033108,
20312,56090587,IND
20313,57835872,USA
20314,59899925,USA
20315,69103524,USA
20316,74240739,IND
20317,75561619,ARE
20318,81321733,DEU
20319,87996342,JPN
20320,96909044,KOR
20321,98208027,IRN
20322,98435010,UKR
20323,102822971,PHL
20324,110101596,IND
20325,111532955,USA
20326,114432228,THA
20327,115291603,USA
20328,124945997,DEU
20329,126688049,USA
20330,130510345,TWN
20331,134140186,IND
20332,138423393,USA
20333,139228581,GBR
20334,147276918,USA
20335,154962681,IND
20336,155284866,IND
20337,162015237,DEU
20338,164214545,GBR
20339,169222155,USA
20340,178319760,IND
20341,178644074,JPN
20342,180910786,URY
20343,180952551,IND
20344,182145113,GBR
20345,182985392,IND
20346,185763367,ESP
20347,191366470,IND
20348,195610458,KEN
20349,198600656,IND
20350,201787326,LVA
20351,207527440,PSE
20352,220050277,PHL
20353,240384712,ITA
20354,250676362,IND
20355,310941836,RUS
20356,861696136,AUS
20357,862412009,CHN
20358,881427289,SWE
20359,892709138,NOR
20360,899987820,USA
20361,909921419,USA
20362,910378687,USA
20363,927971549,USA
20364,1290683524,USA
20365,1291012402,IND
20366,1293061108,USA
20367,1294715344,USA
20368,1295908608,USA
20369,1308570094,CHE
20370,1313272365,USA
20371,1332743212,USA
20372,1336375059,DEU
20373,2799351582,RUS
20374,2799707857,USA
20375,2799849938,USA
20376,2799920147,USA
20377,2799933331,USA
20378,2800142400,RUS
20379,2800184119,USA
20380,2800267181,NOR
20381,2800616092,GBR
20382,2800689258,IND
20383,2800859921,USA
20384,2800894131,USA
20385,2800980933,ESP
20386,2801230624,CHE
20387,2801350956,BGD
20388,2801609477,NOR
20389,2801723880,PRI
20390,2801904084,USA
20391,2801944019,GBR
20392,2801953415,DEU
20393,2802264141,USA
20394,2802413431,USA
20395,2802542264,CHE
20396,2802616382,GBR
20397,1947432,USA
20398,9842412,CHN
20399,15839263,USA
20400,21409547,CAN
20401,26730717,USA
20402,29891158,ARE
20403,30305164,IND
20404,32003884,GBR
20405,32208735,USA
20406,33800924,ROU
20407,44619346,USA
20408,44675526,CHN
20409,52119777,USA
20410,53040446,RUS
20411,54634078,CZE
20412,56390877,USA
20413,65806277,FRA
20414,68958158,FRA
20415,70318548,JPN
20416,72956036,JPN
20417,74786994,USA
20418,74994324,USA
20419,76109909,USA
20420,78818856,DEU
20421,88513073,USA
20422,90840245,USA
20423,91590054,IND
20424,103703290,TUR
20425,112080488,IND
20426,117684438,USA
20427,122697084,POL
20428,127927624,ITA
20429,128677303,USA
20430,130654763,USA
20431,131001773,USA
20432,132349299,FRA
20433,141649380,USA
20434,145926846,JPN
20435,149592140,ZAF
20436,151808059,USA
20437,153577553,FRA
20438,158522022,USA
20439,161106909,IRN
20440,161301626,USA
20441,162646704,USA
20442,165862685,GBR
20443,166459259,IRN
20444,170230895,POL
20445,170429926,FRA
20446,170905427,IRN
20447,172656520,EST
20448,173004203,GBR
20449,173288447,USA
20450,173899330,CHN
20451,183437572,USA
20452,185491429,CAN
20453,187420256,BRA
20454,189949046,IND
20455,189981735,USA
20456,198412587,LKA
20457,198972184,KOR
20458,201448948,USA
20459,201679814,USA
20460,214196306,CAN
20461,222344740,
20462,235120680,CAN
20463,246648437,IND
20464,250102252,USA
20465,292311743,UKR
20466,310362370,IND
20467,914788425,USA
20468,919953467,USA
20469,927474043,USA
20470,928653953,CAN
20471,1281026673,ITA
20472,1283382300,DEU
20473,1283532917,USA
20474,1283693164,USA
20475,1294297726,USA
20476,1296666991,USA
20477,1300409581,IRN
20478,1305995100,USA
20479,1307352178,USA
20480,1319677595,USA
20481,1320321709,USA
20482,1320473756,AUS
20483,1330845625,USA
20484,1331243681,USA
20485,1331799215,URY
20486,1333606240,NZL
20487,1342547582,CAN
20488,2799424111,USA
20489,2799517603,ISR
20490,2799716270,PSE
20491,2799742215,
20492,2799831209,POL
20493,2799880754,USA
20494,2800088848,EGY
20495,2800143506,NLD
20496,2800166025,COL
20497,2800226986,USA
20498,2800241379,USA
20499,2800509701,ITA
20500,2800644850,GBR
20501,2800916530,ESP
20502,2800925279,USA
20503,2801081054,GBR
20504,2801193114,USA
20505,2801262096,THA
20506,2801369903,GBR
20507,2801433745,ZAF
20508,2801688508,AUS
20509,2801876603,GBR
20510,2801952686,NLD
20511,2802002269,USA
20512,2802015217,SWE
20513,2802090120,USA
20514,2802129268,PAK
20515,2802148088,USA
20516,2802306509,AUS
20517,2802587341,TWN
20518,2802767308,GBR
20519,2802824154,AUS
20520,2802918869,DEU
20521,2802957943,USA
20522,2803039483,USA
20523,10008193,IND
20524,10660446,CHN
20525,13590829,THA
20526,20960122,USA
20527,22563777,PHL
20528,36426075,JPN
20529,36443711,ITA
20530,39854257,DEU
20531,47460190,IND
20532,48478675,PRT
20533,51716468,BIH
20534,52099693,GBR
20535,54006703,FRA
20536,63135867,USA
20537,63690481,IND
20538,64532579,IRN
20539,66947310,PRT
20540,75705878,UKR
20541,75929663,USA
20542,78220800,IND
20543,78695866,IND
20544,81461992,USA
20545,87289247,RUS
20546,89324447,IND
20547,91357014,IND
20548,94525581,USA
20549,95793202,DEU
20550,102239671,
20551,106785703,FRA
20552,107777230,USA
20553,113281461,CAN
20554,114282444,BRA
20555,117345614,FRA
20556,118091203,ESP
20557,134386540,USA
20558,134841294,CHN
20559,135277319,GRC
20560,137720423,IND
20561,138377626,
20562,144447727,ZAF
20563,151147792,DEU
20564,152650591,COL
20565,153291389,AUS
20566,155554275,USA
20567,162808499,IND
20568,166401450,ARG
20569,170254772,USA
20570,170528797,USA
20571,178090628,IND
20572,180691091,DEU
20573,184681353,CHN
20574,184942183,NOR
20575,185439253,USA
20576,185520838,UKR
20577,192389796,USA
20578,195931504,KEN
20579,196677622,USA
20580,198366374,USA
20581,200719446,USA
20582,204366597,USA
20583,204866599,USA
20584,224382143,USA
20585,252342272,USA
20586,255410873,GBR
20587,264592563,BRA
20588,309607013,CAN
20589,314850032,USA
20590,858910937,IND
20591,917001255,USA
20592,922524417,USA
20593,930277652,USA
20594,932371124,USA
20595,1283814494,USA
20596,1285275009,
20597,1287643137,USA
20598,1290170979,USA
20599,1291137007,USA
20600,1293247006,FRA
20601,1303212264,USA
20602,1306263314,USA
20603,1334283787,SWE
20604,1340161457,USA
20605,1343675862,USA
20606,2799450551,USA
20607,2799523603,IRL
20608,2799540604,SUR
20609,2799564731,USA
20610,2799646200,USA
20611,2799656382,USA
20612,2799659234,USA
20613,2799726862,AUT
20614,2799750662,GBR
20615,2799762535,AUS
20616,2799883461,NZL
20617,2799999984,CAN
20618,2800651190,CAN
20619,2800708917,USA
20620,2800772125,USA
20621,2800808250,USA
20622,2800922704,USA
20623,2801071252,USA
20624,2801162852,USA
20625,2801281764,USA
20626,2801471801,USA
20627,2801507491,NLD
20628,2801592211,
20629,2801709094,USA
20630,2801756737,USA
20631,2801769982,CHN
20632,2801894265,KOR
20633,2802440936,AUS
20634,2802535771,IRQ
20635,2802707430,USA
20636,2802768257,DEU
20637,2802914177,SXM
20638,2891174042,CAN
20639,2912311465,USA
20640,699696,IND
20641,4472751,CHN
20642,5561750,ITA
20643,10824318,BRA
20644,12737611,IND
20645,19406000,USA
20646,34917351,USA
20647,37101380,DEU
20648,37271104,USA
20649,38569145,USA
20650,40380974,IND
20651,41670491,JPN
20652,44624524,CAN
20653,50558600,USA
20654,51532219,GBR
20655,56308077,IND
20656,57789995,NZL
20657,59198280,FRA
20658,62396329,FRA
20659,64134780,TUR
20660,65447124,CAN
20661,67900169,KOR
20662,72568685,USA
20663,75619284,BRA
20664,79510175,GBR
20665,82783531,USA
20666,84356168,IND
20667,84865584,IRL
20668,86843133,COL
20669,92843443,USA
20670,93979751,IRN
20671,96195991,DEU
20672,99064381,ARM
20673,106601093,KOR
20674,107428990,BRA
20675,108403487,POL
20676,109362141,USA
20677,110475456,KOR
20678,113949470,USA
20679,118892805,PRT
20680,129573748,FRA
20681,130513772,DEU
20682,138876546,IND
20683,152830075,USA
20684,152878082,NLD
20685,158397150,USA
20686,161165563,DEU
20687,164508027,SWE
20688,164861460,IND
20689,172828483,LKA
20690,177208993,AUS
20691,177328695,USA
20692,182674077,IND
20693,190567190,USA
20694,192365124,LKA
20695,192723230,IND
20696,203130945,CAN
20697,207025910,IND
20698,235742055,GBR
20699,238804600,GBR
20700,280533721,NGA
20701,331527833,IND
20702,553215468,CAN
20703,866009140,GBR
20704,874499363,BEL
20705,875293437,
20706,876729849,USA
20707,895712675,USA
20708,915149657,USA
20709,1289303365,IND
20710,1291425158,USA
20711,1293231726,USA
20712,1293811555,PHL
20713,1299725459,USA
20714,1307117695,USA
20715,1309827724,KOR
20716,1313334418,USA
20717,1319410264,USA
20718,1328722907,IND
20719,1330693074,USA
20720,1331531167,NLD
20721,2799281252,GBR
20722,2799369589,ZAF
20723,2799373289,CHN
20724,2799567181,USA
20725,2799594651,GBR
20726,2799685726,GBR
20727,2799691395,USA
20728,2799725314,GBR
20729,2799982318,USA
20730,2800069312,GBR
20731,2800242274,TWN
20732,2800318388,IND
20733,2800476646,JPN
20734,2800671109,IND
20735,2800697506,HUN
20736,2800824103,GBR
20737,2800887197,USA
20738,2800937576,USA
20739,2801227970,GBR
20740,2801256334,GBR
20741,2801364070,USA
20742,2801404229,IND
20743,2801636713,
20744,2801909243,USA
20745,2802053112,USA
20746,2802059731,DEU
20747,2802078703,USA
20748,2802254404,JPN
20749,2802481695,USA
20750,2802554594,USA
20751,2802732410,USA
20752,2802782613,GBR
20753,2802935054,USA
20754,2803085701,USA
20755,2803098505,USA
20756,2803832121,JPN
20757,2856699893,GBR
20758,2898722043,BEL
20759,225835,USA
20760,241749,GBR
20761,5388228,USA
20762,16131714,USA
20763,16264642,DEU
20764,19016203,BRA
20765,20089843,USA
20766,28109999,ROU
20767,29457043,JPN
20768,33375025,FRA
20769,36243813,COL
20770,37488838,USA
20771,46700001,IND
20772,50557253,IND
20773,52091283,ITA
20774,52435824,FRA
20775,53411278,CHN
20776,61250025,JPN
20777,65845829,ARM
20778,66217341,USA
20779,68608969,JPN
20780,70999451,JPN
20781,74054363,USA
20782,78547848,ETH
20783,79272384,USA
20784,81671842,NLD
20785,85785972,USA
20786,85893468,USA
20787,95229431,PHL
20788,100524104,AUS
20789,102716817,USA
20790,103225651,ITA
20791,103850315,USA
20792,111325124,GRC
20793,111664937,POL
20794,113091926,CYP
20795,114564095,DZA
20796,121658445,USA
20797,126227178,IND
20798,132586189,CHN
20799,135293472,IND
20800,136750570,USA
20801,140887281,
20802,154776012,USA
20803,154864474,TWN
20804,157771985,CHN
20805,165779595,AUS
20806,166836350,USA
20807,171535203,USA
20808,181647926,GBR
20809,195444995,JPN
20810,202611299,USA
20811,206011266,JPN
20812,207845377,IND
20813,208588934,USA
20814,212220629,RUS
20815,223208995,USA
20816,261899835,JPN
20817,321008882,TWN
20818,325474442,ISR
20819,333900126,IND
20820,876614263,USA
20821,904765870,USA
20822,907500627,USA
20823,911545955,GBR
20824,914165899,USA
20825,928867792,USA
20826,1281641450,USA
20827,1283798510,USA
20828,1285200648,JPN
20829,1286561144,USA
20830,1286593407,
20831,1291800566,ZAF
20832,1293555014,IRN
20833,1316368362,USA
20834,1323219464,IND
20835,1324310836,USA
20836,1328336097,GBR
20837,1340727229,USA
20838,1341385179,USA
20839,1342895125,USA
20840,2799288798,GBR
20841,2799408127,BEL
20842,2799483237,DEU
20843,2799614505,PHL
20844,2799942722,PSE
20845,2799985802,USA
20846,2800085125,AUS
20847,2800088668,MWI
20848,2800251648,GBR
20849,2800287097,USA
20850,2800389475,ISR
20851,2800519366,MYS
20852,2800611740,IND
20853,2800813387,USA
20854,2800911063,USA
20855,2801196673,GBR
20856,2801200668,BRA
20857,2801601354,ZAF
20858,2801845744,CAN
20859,2802044207,GBR
20860,2802574881,CAN
20861,2802635041,DEU
20862,2802640295,USA
20863,2802701112,VNM
20864,2802822958,USA
20865,2802930190,IND
20866,2803030310,GBR
20867,15855,GBR
20868,531307,IND
20869,7377986,JPN
20870,7478328,IRL
20871,8030538,
20872,11886867,NZL
20873,12685407,TUR
20874,13383945,USA
20875,16413302,USA
20876,20305541,NIC
20877,20561161,PAK
20878,21576001,USA
20879,23805111,PAK
20880,32532845,IND
20881,34325673,USA
20882,34770199,FRA
20883,39147953,ESP
20884,40542001,KOR
20885,41382782,ESP
20886,45962154,CAN
20887,48032524,
20888,51504820,USA
20889,64162571,SWE
20890,70428823,SVN
20891,72700828,MYS
20892,74788687,SVK
20893,84724731,COL
20894,87099769,JPN
20895,88814501,FRA
20896,91132365,USA
20897,96268669,TUR
20898,98365261,IND
20899,101349042,GBR
20900,110518562,USA
20901,116870532,USA
20902,120108168,PHL
20903,121717354,IND
20904,126427551,EGY
20905,127531608,USA
20906,128932393,CYM
20907,129252642,NOR
20908,132034366,NGA
20909,141595442,ROU
20910,143680828,GBR
20911,143685665,USA
20912,147729237,ARG
20913,161712404,FRA
20914,162096671,COL
20915,163753206,KOR
20916,167274908,CHN
20917,167830082,TWN
20918,173207729,PAK
20919,176698425,GBR
20920,176838256,BRA
20921,181697535,USA
20922,182526193,VNM
20923,183974707,CAN
20924,190533189,USA
20925,195228304,CYP
20926,195525897,AUT
20927,206429815,USA
20928,214267131,AUS
20929,215126927,JPN
20930,226567900,IDN
20931,232005693,ESP
20932,243728026,NLD
20933,249458894,ITA
20934,283568218,USA
20935,324563457,BRA
20936,327656168,USA
20937,342157435,AUS
20938,343503978,IND
20939,863731356,AUS
20940,880000258,USA
20941,1280467473,USA
20942,1308084147,JPN
20943,1309044729,USA
20944,1309307044,IND
20945,1310269161,USA
20946,1311365494,USA
20947,1311742562,DEU
20948,1328945686,USA
20949,1331374319,CHN
20950,1331897569,CAN
20951,1340749392,USA
20952,2799325720,AUS
20953,2799435405,USA
20954,2799711398,IND
20955,2799841569,IND
20956,2800020405,AZE
20957,2800176349,USA
20958,2800247358,USA
20959,2800250770,CHN
20960,2800282886,USA
20961,2800374234,ESP
20962,2800375139,GBR
20963,2800648950,GBR
20964,2800693937,IRL
20965,2800699109,USA
20966,2801045415,LUX
20967,2801225050,GBR
20968,2801393087,USA
20969,2801555636,USA
20970,2801704801,ETH
20971,2801963553,GBR
20972,2802078327,USA
20973,2802090361,CAN
20974,2802211749,AUS
20975,2802303053,GBR
20976,2802317023,AUT
20977,2802685132,CAN
20978,2802731288,USA
20979,2802852271,VNM
20980,2802963460,JPN
20981,2803096907,ITA
20982,11821261,USA
20983,17068995,USA
20984,22192696,USA
20985,31595717,IND
20986,32393484,BRA
20987,33256026,DEU
20988,36128562,SVK
20989,36326968,USA
20990,40399489,USA
20991,41461413,MYS
20992,44504214,CZE
20993,49206369,NLD
20994,50466197,IND
20995,51355283,CAN
20996,51409038,USA
20997,52913039,USA
20998,55892964,IDN
20999,57827967,IND
21000,61160283,GBR
21001,61474668,USA
21002,66218314,USA
21003,68763199,ESP
21004,69924460,IND
21005,71019743,USA
21006,79080234,PER
21007,79516672,USA
21008,79563041,RUS
21009,82724352,MYS
21010,85788879,GBR
21011,86175216,FRA
21012,87799480,USA
21013,90324223,IND
21014,92341780,IND
21015,95023434,ZAF
21016,108633445,
21017,120221655,AUT
21018,121228050,IRL
21019,127432735,USA
21020,130767617,LVA
21021,133821349,MMR
21022,144581915,CHN
21023,147488377,IND
21024,150406212,SDN
21025,153871386,USA
21026,154935518,GBR
21027,158641673,ARG
21028,166437374,USA
21029,182957128,IND
21030,186359701,USA
21031,187350138,NGA
21032,196764719,USA
21033,198985290,USA
21034,202126657,CHN
21035,202709704,USA
21036,224954996,PER
21037,242113363,IND
21038,261079859,IDN
21039,303825175,FRA
21040,329095722,IND
21041,524738120,USA
21042,867474933,CAN
21043,884160149,SWE
21044,886884417,USA
21045,1284219858,USA
21046,1289638682,CRI
21047,1290690896,USA
21048,1291123497,CAN
21049,1292318990,USA
21050,1297622163,USA
21051,1308137561,USA
21052,1311951330,USA
21053,1312156311,IND
21054,1313752989,USA
21055,1319156287,GBR
21056,1320184640,SWE
21057,1331321872,USA
21058,1334226719,USA
21059,2799285084,AUS
21060,2799313600,RUS
21061,2799334681,AUT
21062,2799521192,USA
21063,2799544991,DEU
21064,2799599516,KHM
21065,2799790188,USA
21066,2799799709,JPN
21067,2799903593,USA
21068,2799929111,USA
21069,2800065170,
21070,2800169628,USA
21071,2800465166,CAN
21072,2800481494,USA
21073,2800509468,USA
21074,2800695838,USA
21075,2800713431,USA
21076,2800934180,KOR
21077,2800982320,ESP
21078,2801373857,GBR
21079,2801419141,HUN
21080,2801488757,UKR
21081,2801499489,USA
21082,2801553314,IRN
21083,2801582336,GRC
21084,2801607516,USA
21085,2801824902,CHE
21086,2801835275,USA
21087,2801838963,USA
21088,2802092375,GBR
21089,2802225915,SGP
21090,2802303737,GRC
21091,2802339132,GBR
21092,2802378004,NZL
21093,2802574017,USA
21094,2802641067,GBR
21095,2802851750,CAN
21096,2802859012,USA
21097,2303707,USA
21098,13811531,USA
21099,14414995,CUB
21100,16894184,USA
21101,21165434,DEU
21102,23686167,UKR
21103,26725883,CHN
21104,27832314,PER
21105,27873310,USA
21106,30887324,NGA
21107,34427333,NLD
21108,39333907,CHN
21109,41169824,BEL
21110,43406934,CAN
21111,51283352,USA
21112,52035452,IND
21113,53683762,NOR
21114,53754454,USA
21115,56007636,GBR
21116,57615478,AUT
21117,59655833,SVK
21118,76288800,GBR
21119,76421045,IND
21120,78943689,IND
21121,82760581,CHN
21122,83041322,USA
21123,85145500,IND
21124,88237154,CAN
21125,99167070,ZAF
21126,100363084,IND
21127,102499492,USA
21128,112898310,USA
21129,114312114,USA
21130,115306242,USA
21131,116083870,CHE
21132,119856527,MAR
21133,121058860,USA
21134,123457487,USA
21135,123682863,ITA
21136,129978906,USA
21137,131760581,USA
21138,132330766,RUS
21139,134560555,FRA
21140,135437138,COL
21141,141738461,TKM
21142,142904861,VNM
21143,143868143,CHN
21144,146079424,USA
21145,146966710,BGD
21146,150990849,USA
21147,152127595,USA
21148,153355300,GBR
21149,156992644,USA
21150,161024014,KOR
21151,162147314,HUN
21152,164738272,CAN
21153,170486558,ESP
21154,170583851,POL
21155,177400693,MEX
21156,184886455,DNK
21157,185665358,PRI
21158,192868223,CHN
21159,193662353,NLD
21160,198645480,CHN
21161,202522242,USA
21162,205156485,DEU
21163,205490536,KOR
21164,218472602,CAN
21165,234229039,PHL
21166,298337025,CAN
21167,314562951,USA
21168,337702606,USA
21169,866444859,IND
21170,871458030,IND
21171,881547903,USA
21172,882648815,PAK
21173,890636125,USA
21174,892937671,FRA
21175,906290958,
21176,912501391,USA
21177,919052982,GBR
21178,1280721649,ESP
21179,1281022571,RUS
21180,1282884987,GBR
21181,1285301757,USA
21182,1286908927,USA
21183,1293406163,USA
21184,1295499534,USA
21185,1298563314,USA
21186,1311914864,USA
21187,1313504624,USA
21188,1315541505,AUT
21189,1317784204,AUT
21190,1321642675,BRA
21191,1321937473,IND
21192,1328540965,AUS
21193,1329830086,USA
21194,2799370498,USA
21195,2799502834,FRA
21196,2799624011,CAN
21197,2799663380,ESP
21198,2799730799,USA
21199,2799772276,LKA
21200,2799889659,USA
21201,2799945493,USA
21202,2800023466,GBR
21203,2800230563,AUT
21204,2800299989,USA
21205,2800455994,JPN
21206,2800520080,USA
21207,2800934881,USA
21208,2801022039,CAN
21209,2801208417,USA
21210,2801487941,USA
21211,2801543802,USA
21212,2801647712,USA
21213,2801676909,IDN
21214,2801729329,USA
21215,2801786986,AUS
21216,2801880889,CAN
21217,2802045935,USA
21218,2802046154,USA
21219,2802151155,UGA
21220,2802202628,GBR
21221,2802244336,CAN
21222,2802658705,USA
21223,2802707198,USA
21224,2802737748,USA
21225,5994924,AUT
21226,14701112,MEX
21227,15009632,JPN
21228,15950307,USA
21229,19723486,USA
21230,23878562,MEX
21231,27559774,USA
21232,28239286,FRA
21233,35103076,USA
21234,35839044,IND
21235,38007976,TWN
21236,46324649,USA
21237,50357001,ESP
21238,52218309,USA
21239,52605992,NGA
21240,53592917,CHN
21241,73779912,IND
21242,76257533,JPN
21243,79553210,IND
21244,81365321,USA
21245,85459889,BEL
21246,85659835,USA
21247,90281761,UKR
21248,91047523,GBR
21249,95144958,USA
21250,98899809,BEL
21251,101450707,USA
21252,102160568,USA
21253,110617504,JPN
21254,111753288,
21255,112982808,MYS
21256,123044942,ESP
21257,129043915,ITA
21258,129877168,DEU
21259,135288348,USA
21260,143719379,PAK
21261,144446963,USA
21262,151583259,USA
21263,152171566,USA
21264,152238500,KOR
21265,158110174,RUS
21266,158960842,USA
21267,159466736,GBR
21268,168346926,IRL
21269,180695353,FRA
21270,184851948,NLD
21271,185261750,CAN
21272,185474147,UGA
21273,189998669,LBN
21274,193057718,USA
21275,193484058,AUS
21276,194701111,UKR
21277,200475212,JPN
21278,200492978,IND
21279,201925371,USA
21280,224699690,USA
21281,227774917,POL
21282,236658880,USA
21283,244748711,CAN
21284,348769827,GBR
21285,683425862,IRN
21286,903112569,USA
21287,908820301,IRQ
21288,913140155,DEU
21289,1279858714,USA
21290,1288761627,BRA
21291,1290625346,HUN
21292,1297196840,IND
21293,1298864461,USA
21294,1299297775,USA
21295,1300774049,USA
21296,1303056057,AUS
21297,1303151427,
21298,1303691731,DEU
21299,1308101579,USA
21300,1318116459,USA
21301,1321184032,PRT
21302,1326402746,NLD
21303,1329267311,SGP
21304,1330688353,UZB
21305,1336025816,ECU
21306,1336179617,
21307,2799354074,AUS
21308,2800015558,USA
21309,2800375777,NOR
21310,2800542908,USA
21311,2800616835,CAN
21312,2800628709,USA
21313,2800718168,USA
21314,2801044154,GBR
21315,2801110650,USA
21316,2801270259,CHN
21317,2801277401,USA
21318,2801376732,NLD
21319,2801506469,UGA
21320,2801625997,USA
21321,2801628713,USA
21322,2801800136,
21323,2801803865,USA
21324,2801810082,USA
21325,2802362019,ZAF
21326,2802446765,USA
21327,2802569147,USA
21328,2802613557,CAN
21329,2802846174,GBR
21330,2803073422,GBR
21331,2831913,LVA
21332,4792177,KOR
21333,5287876,ISR
21334,7726996,CHN
21335,12203830,ITA
21336,18452120,CHN
21337,20500054,USA
21338,23945444,FRA
21339,25026578,USA
21340,31610912,USA
21341,34696387,USA
21342,36080156,JPN
21343,38120545,RUS
21344,39553462,ARG
21345,45013219,USA
21346,45487847,BGD
21347,46080048,BGD
21348,46219095,USA
21349,48664048,USA
21350,50379099,TUR
21351,52585520,FRA
21352,52941738,FIN
21353,59502557,KOR
21354,63289559,ITA
21355,64427410,HKG
